temp,pH,turbidity,NO2,NH4,TOC,TP,TN,salinity,chlorophyll,source
30.4,8.364999999999998,1.23,,,574.3,0.3385,48.25,33.22,0.47,cleaned
29.6,8.37,1.75,0.042,1.668,744.96,0.3985,67.14500000000001,39.58,0.96,cleaned
28.91,8.3,4.3,0.074,4.682,726.2,0.255,29.634999999999998,42.365,4.805,cleaned
27.285,8.385000000000002,0.98,0.03,0.905,518.125,0.345,46.905,40.37,0.135,cleaned
28.106,8.44,1.94,0.06,1.28,637.04,0.475,47.275000000000006,39.285,0.62,cleaned
32.260000000000005,8.184999999999999,1.62,0.035,2.0999999999999996,587.5,0.345,78.57,45.05,0.49499999999999994,cleaned
33.545,8.16,1.39,0.041999999999999996,3.5060000000000002,529.9,0.374,38.8,38.165,0.38000000000000006,cleaned
30.6,8.035,2.63,0.036,1.8704999999999998,565.5,0.4135,55.119,39.735,1.8999999999999997,cleaned
31.22,8.25,7.47,0.0115,0.1475,1628.75,1.149,53.2155,38.785,22.205,cleaned
31.475,8.155000000000001,1.46,0.022,2.332,812.955,0.399,69.525,39.31,0.73,cleaned
30.465,8.245000000000001,2.02,0.04,2.0549999999999997,544.29,0.42000000000000004,44.32,31.89,0.82,cleaned
33.099999999999994,8.245000000000001,2.95,0.22999999999999998,2.035,980.415,0.38,81.515,45.25,0.8249999999999998,cleaned
30.78,,1.22,0.05,3.48,396.875,0.38,37.5,35.65,0.73,cleaned
31.935,8.059999999999999,4.38,0.0245,0.2415,1182.0,0.6295,113.35,35.54,15.145000000000001,cleaned
28.25,8.024999999999999,3.08,0.032,3.004,932.5,0.45499999999999996,82.619,39.620000000000005,2.36,cleaned
30.93,7.97,2.17,0.037500000000000006,2.225,775.625,0.4445,46.4435,42.655,3.0050000000000003,cleaned
31.345,8.17,2.4,0.0625,2.5810000000000004,626.5,0.43,46.95,37.915,1.67,cleaned
26.695,8.145,4.56,0.02,1.165,850.4165,0.435,82.5,40.045,2.3499999999999996,cleaned
29.985,8.0,3.49,,2.315,581.04,0.505,51.56,35.515,2.875,cleaned
32.06,7.985,9.02,0.0345,7.524,900.4,0.4585,67.38,37.035,0.34,cleaned
25.3705,8.22,3.21,0.08499999999999999,2.6479999999999997,886.65,0.54,61.650000000000006,22.785,6.699999999999999,cleaned
25.37,8.274999999999999,2.22,0.046,2.734,755.7,0.269,57.8,36.489999999999995,0.7200000000000001,cleaned
25.47,8.434999999999999,0.68,0.032,0.8095,706.25,0.649,49.75,31.285,1.145,cleaned
30.775,8.4,1.29,,,519.55,0.294,48.55,34.26,0.36999999999999994,cleaned
33.255,8.135000000000002,1.08,0.036000000000000004,3.6545,541.85,0.33,33.85,38.120000000000005,0.465,cleaned
31.43,8.09,2.02,0.0555,2.6365,638.1500000000001,0.4155,48.25,38.775,1.15,cleaned
,,,,,,,,,,coastal_g
26.5,,0.265,0.001,,16.303,0.03,1.644,54.0,,coastal_g
25.8,,0.325,0.001,0.004,20.785,0.023,2.099,63.0,,coastal_g
30.7,,0.315,0.001,0.008,21.108,0.031,1.416,50.6,,coastal_g
30.9,,0.32,0.001,0.008,22.268,0.038,1.318,42.5,,coastal_g
28.8,,0.9,0.001,0.003,42.873,0.053,0.926,40.4,,coastal_g
28.4,,7.69,0.003,0.021,33.08,0.12,2.909,31.5,,coastal_g
26.9,,11.575,0.004,0.076,31.38,0.13,2.539,31.3,,coastal_g
24.6,,7.075,0.001,0.017,25.155,0.082,1.169,34.1,,coastal_g
22.7,,0.455,0.005,0.115,18.385,0.02,1.138,34.4,,coastal_g
20.9,,0.705,0.001,0.171,12.1,0.018,0.699,36.6,,coastal_g
25.8,,0.625,0.002,0.41,9.58,0.021,0.383,36.1,,coastal_g
25.6,,1.445,0.001,0.052,16.043,0.031,1.021,41.5,,coastal_g
16.2,,4.94,0.001,0.021,13.905,0.018,0.725,35.8,,coastal_g
25.2,,0.925,0.002,0.012,18.005,0.028,1.219,53.6,,coastal_g
30.6,,1.005,0.003,0.09,19.04,0.026,0.745,13.7,,coastal_g
28.2,,1.77,0.001,0.09,22.675,0.026,1.236,23.8,,coastal_g
29.5,,9.52,0.003,0.037,40.332,0.067,3.3,24.0,,coastal_g
27.2,,28.71,0.005,0.045,26.976,0.097,4.355,23.6,,coastal_g
26.7,,17.1,0.003,0.021,29.318,0.024,2.506,23.0,,coastal_g
24.6,,13.5,0.003,0.035,22.575,0.055,1.377,22.1,,coastal_g
16.6,,7.79,0.003,0.018,27.158,0.045,1.823,21.3,,coastal_g
21.7,,6.37,0.002,,12.97,0.022,,24.2,,coastal_g
18.9,,1.79,0.001,0.081,8.44,0.018,0.814,31.5,,coastal_g
20.8,,0.97,0.002,0.325,10.14,0.015,0.68,33.4,,coastal_g
23.3,,1.86,0.002,0.064,16.65,0.018,1.137,37.2,,coastal_g
24.6,,18.66,0.001,0.008,17.9,0.03,1.986,39.4,,coastal_g
29.1,,6.905,0.001,0.014,27.47,0.051,1.874,38.9,,coastal_g
32.0,,12.045,0.001,0.007,22.89,0.032,2.714,42.5,,coastal_g
29.5,,5.355,0.001,0.014,30.72,0.012,1.776,40.8,,coastal_g
30.7,,3.535,0.003,0.045,11.7,0.008,1.066,40.4,,coastal_g
26.9,,12.3,0.001,0.013,27.17,0.047,1.95,40.6,,coastal_g
20.2,,40.885,0.005,0.028,32.44,0.077,2.941,32.7,,coastal_g
20.7,,51.33,0.003,0.024,17.57,0.067,1.613,40.3,,coastal_g
20.2,,27.65,0.006,0.17,,0.044,1.186,34.8,,coastal_g
18.6,,45.55,0.001,0.01,,0.072,2.65,35.1,,coastal_g
22.9,,2.55,0.004,0.425,,0.017,0.506,34.8,,coastal_g
25.6,,2.8,0.0017,0.0474,8.31,0.0051,0.697,41.25,,coastal_g
29.0,,26.0,0.0023,0.0225,33.72,0.006,,45.25,,coastal_g
29.4,,14.5,0.0013,0.0097,27.94,0.0138,,41.9,,coastal_g
27.85,,35.9,0.0024,0.064,19.06,0.0295,,46.45,,coastal_g
29.25,,77.2,0.0013,0.0074,20.15,0.0476,,50.25,,coastal_g
25.35,,24.8,0.003,0.0624,16.53,0.0346,,32.65,,coastal_g
28.85,,10.4,0.0028,0.0517,20.4,0.0705,,18.3,,coastal_g
25.525,,19.8,0.0019,0.0124,23.955,0.05855,,18.4,,coastal_g
25.9,,5.9,0.0021,0.364,17.61,0.0352,,17.6,,coastal_g
20.7,,84.5,0.0016,0.0604,11.74,0.0306,,28.2,,coastal_g
17.4,,8.1,0.0019,0.0427,8.64,0.0191,,26.8,,coastal_g
23.8,,42.2,0.0026,0.0151,20.56,0.0808,,28.3,,coastal_g
25.6,,49.7,0.0057,0.5035,18.94,0.0285,,31.5,,coastal_g
35.3,,7.1,0.0026,0.2952,9.74,0.0109,,30.7,,coastal_g
25.6,,41.0,0.0009,0.0028,23.25,0.0636,,30.6,,coastal_g
31.1,,2.2,0.0011,0.0895,10.4,0.0158,,31.8,,coastal_g
31.6,,12.6,0.0004,0.0039,24.96,0.0479,,22.9,,coastal_g
29.4,,14.2,0.0013,0.2577,10.18,0.0236,,26.8,,coastal_g
27.6,,17.0,0.006,0.154,17.91,0.0199,,18.5,,coastal_g
19.7,,34.8,0.0007,0.006,21.35,0.057,,22.05,,coastal_g
21.85,,65.6,0.0053,0.133,11.77,0.0317,,21.7,,coastal_g
23.8,,34.3,0.0053,0.1225,12.53,0.0366,,27.05,,coastal_g
22.1,,38.6,0.0017,0.051,9.85,0.022,,31.0,,coastal_g
17.6,,22.9,0.0013,0.0743,5.98,0.0177,,32.6,,coastal_g
26.5,,15.6,0.0206,0.5263,10.07,0.0211,,34.0,,coastal_g
23.4,,125.6,0.0173,0.7025,13.55,0.0823,,30.75,,coastal_g
30.45,,15.3,0.0038,0.0533,18.41,0.0392,,37.0,,coastal_g
30.3,,5.3,0.0068,0.1145,10.31,0.015,,37.3,,coastal_g
27.7,,27.1,0.0026,0.2833,19.94,0.0384,,31.0,,coastal_g
32.5,,6.4,0.0028,0.1469,9.16,0.0115,,32.2,,coastal_g
25.0,,25.4,0.0062,0.3935,13.87,0.0307,,28.8,,coastal_g
26.3,,33.9,0.0108,0.481,14.31,0.0151,,19.8,,coastal_g
24.4,,9.9,0.0232,0.3849,13.46,0.0245,,26.1,,coastal_g
23.65,,11.9,0.0005,0.0067,18.02,0.0504,,34.0,,coastal_g
26.6,,39.2,0.0145,0.2787,15.65,0.0206,,34.8,,coastal_g
27.8,,5.1,0.0157,0.6511,12.92,0.0335,,28.65,,coastal_g
26.5,,14.2,0.0187,0.425,12.43,0.015,,34.4,,coastal_g
33.9,,5.6,0.0014,0.0332,13.45,0.0146,,42.25,,coastal_g
29.6,,9.3,0.0025,0.153,7.08,0.0113,,24.1,,coastal_g
,,,0.0004,0.0034,14.65,0.0229,,,,coastal_g
33.3,,17.7,0.0013,0.0081,20.38,0.0363,,21.5,,coastal_g
30.6,,17.4,0.0034,0.0108,16.46,0.0255,,27.05,,coastal_g
23.3,,9.4,0.0007,0.0094,17.36,0.0377,,24.3,,coastal_g
21.6,,16.5,0.0039,0.159,10.67,0.0264,,31.5,,coastal_g
26.5,,7.7,0.0072,0.0957,9.32,0.015,,26.7,,coastal_g
22.6,,5.9,0.0071,0.2083,8.85,0.0174,,30.55,,coastal_g
24.6,,21.7,0.012,0.3273,9.84,0.0213,,25.2,,coastal_g
26.3,,100.5,0.0389,0.5858,10.76,0.0379,,28.8,,coastal_g
24.8,,19.0,0.0519,0.6377,12.23,0.0171,,33.1,,coastal_g
31.0,,8.7,0.0021,0.0953,8.67,0.0163,,37.1,,coastal_g
31.4,,20.3,0.0023,0.1363,12.07,0.0119,,42.7,,coastal_g
30.55,,2.5,0.0006,0.0157,6.33,0.0084,,33.35,,coastal_g
32.0,,7.4,0.0005,0.0017,14.55,0.0309,,34.5,,coastal_g
29.35,,19.8,0.00245,0.0346,15.145,0.03035,,29.4,,coastal_g
,,,,,,,,,,coastal_g
25.7,,14.0,0.0005,0.0041,14.8,0.0177,,25.9,,coastal_g
25.4,,25.3,0.0006,0.0014,19.15,0.0403,,26.55,,coastal_g
21.6,,16.8,0.0007,0.0116,14.54,0.0248,,30.5,,coastal_g
26.7,,21.5,0.0015,0.0089,,0.0095,,32.2,,coastal_g
25.2,,8.1,0.0051,0.1078,7.54,0.011,,34.95,,coastal_g
29.1,,8.2,0.0038,0.0486,12.05,0.0271,,40.25,,coastal_g
30.1,,15.1,0.0081,0.6185,10.83,0.016,,41.5,,coastal_g
29.3,,16.1,0.0065,0.0359,17.41,0.0183,,36.6,,coastal_g
30.3,,14.5,0.0089,0.1284,14.68,0.0289,,33.95,,coastal_g
31.2,,17.2,0.0014,0.0015,15.71,0.0281,,34.8,,coastal_g
28.6,,15.7,0.0017,0.0749,8.46,0.0231,,29.75,,coastal_g
23.65,,29.0,0.0014,0.0046,18.46,0.0349,,11.95,,coastal_g
24.0,,99.1,0.0091,0.1,15.09,0.0703,,18.1,,coastal_g
16.9,,25.8,0.001,0.0144,14.03,0.044,,22.35,,coastal_g
17.5,,5.6,0.0012,0.0116,10.09,0.0493,,30.95,,coastal_g
26.1,,19.2,0.0003,0.0024,13.49,0.0207,,29.3,,coastal_g
26.05,,22.2,0.0005,0.0068,19.47,0.0597,,33.55,,coastal_g
27.8,,13.5,0.0011,0.0046,13.1,0.0344,,38.1,,coastal_g
29.75,,9.9,,0.2,9.18,0.0175,,42.95,,coastal_g
31.1,,9.1,0.0037,0.0988,12.82,0.0173,,40.65,,coastal_g
33.4,,5.1,0.0005,0.037,8.07,0.0182,,39.1,,coastal_g
30.45,,8.4,0.0009,0.0085,13.33,0.0247,,43.15,,coastal_g
31.3,,2.1,0.0009,,15.37,0.0274,,45.65,,coastal_g
23.5,,16.0,0.0014,0.015,19.36,0.0282,,32.45,,coastal_g
21.6,,19.0,0.0007,0.0072,21.55,0.0393,,35.6,,coastal_g
23.1,,11.6,0.0005,0.0019,16.06,0.0629,,35.55,,coastal_g
13.9,,10.1,0.0011,0.0134,8.27,0.0309,0.53,36.6,,coastal_g
22.95,,9.2,0.0073,0.1005,15.55,0.0186,0.98,38.15,,coastal_g
18.2,,36.9,0.0024,0.0634,10.09,0.0338,0.71,38.0,,coastal_g
23.3,,19.2,0.002,0.0146,9.86,0.0135,0.46,43.4,,coastal_g
25.2,,3.0,0.0019,0.005,11.61,0.0082,0.48,51.0,,coastal_g
,,3.2,0.0011,0.0079,10.22,0.0095,0.35,,,coastal_g
31.85,,3.9,0.0011,0.0039,11.55,0.0105,0.68,44.3,,coastal_g
31.7,,5.9,0.0019,0.1337,17.73,0.0212,0.58,31.7,,coastal_g
30.15,,10.5,0.0004,0.0152,16.61,0.0121,0.39,32.4,,coastal_g
28.4,,10.5,0.0027,0.0673,12.52,0.0106,0.43,22.0,,coastal_g
21.8,,12.7,0.0045,0.1255,10.03,0.0082,0.34,19.0,,coastal_g
24.9,,12.4,0.0005,0.0042,14.13,0.018,0.71,20.9,,coastal_g
26.25,,17.2,0.0007,0.0051,10.72,0.0172,0.48,28.9,,coastal_g
21.2,,14.4,0.0007,0.0047,12.4,0.0143,0.45,25.65,,coastal_g
27.3,,11.5,0.0044,0.0486,11.11,0.0127,0.36,28.55,,coastal_g
25.4,,18.9,0.0031,0.0903,13.25,0.0155,0.4,32.2,,coastal_g
31.15,8.2,5.4,0.0026,0.0649,12.84,0.0178,0.8,36.0,,coastal_g
30.7,8.5,7.7,0.0063,0.18,10.47,0.0071,0.78,30.05,,coastal_g
27.65,8.1,14.7,0.0081,,18.25,0.0334,0.36,16.85,,coastal_g
32.6,8.4,15.0,0.0006,0.0092,20.73,0.0239,1.8,21.1,,coastal_g
30.35,8.3,12.6,0.003,0.0971,14.88,0.0356,1.08,22.2,,coastal_g
26.05,8.1,10.2,0.0019,0.0277,13.44,0.0186,0.54,21.55,,coastal_g
20.3,8.1,14.1,0.0017,0.0208,13.57,0.0279,1.19,27.95,,coastal_g
24.9,7.9,6.7,0.0034,0.0414,9.59,0.0173,0.4,32.3,,coastal_g
13.8,8.1,13.6,0.003,0.0373,6.45,0.0084,0.23,32.4,,coastal_g
25.25,8.6,9.3,0.0042,0.0546,10.69,0.0133,0.86,32.3,,coastal_g
29.2,8.2,3.8,0.0026,0.028,5.54,0.0074,0.45,34.4,,coastal_g
26.5,8.4,4.6,0.0013,0.0102,6.12,0.0084,0.34,33.4,,coastal_g
29.3,8.2,3.4,0.0088,0.0759,6.21,0.0071,0.51,34.9,,coastal_g
30.6,8.0,5.8,0.0034,0.0717,8.98,0.0109,0.55,32.3,,coastal_g
29.9,7.9,15.8,0.0014,0.0062,12.06,0.023,0.63,31.9,,coastal_g
31.6,8.4,11.4,0.0003,0.0076,14.64,0.0224,0.9,35.8,,coastal_g
29.7,7.9,8.7,0.004,0.1541,8.65,0.0121,0.78,35.05,,coastal_g
29.8,8.2,4.3,0.0014,0.0438,4.84,0.0078,0.43,36.7,,coastal_g
26.8,8.1,13.2,0.0009,0.0459,11.9,0.0254,0.83,26.75,,coastal_g
20.0,8.3,13.0,,0.0058,10.68,0.0207,0.7,27.25,,coastal_g
18.1,8.0,8.2,0.0102,0.1208,6.49,0.0103,0.5,32.45,,coastal_g
25.3,8.1,8.3,0.0139,0.0851,7.26,0.0075,0.82,33.05,,coastal_g
23.65,8.1,2.0,0.02,0.1449,10.88,0.0154,1.3,34.7,,coastal_g
23.9,8.1,6.8,0.0087,0.1126,7.88,0.0078,1.08,37.35,,coastal_g
27.1,8.2,23.7,0.0042,0.1269,10.86,0.0081,0.83,38.15,,coastal_g
30.0,8.1,3.4,0.0014,0.02,14.05,0.0059,0.59,47.3,,coastal_g
30.65,8.0,3.0,0.0029,0.0751,7.19,0.0094,0.45,41.9,,coastal_g
30.5,8.0,4.5,0.0028,0.0583,9.42,0.0072,0.75,37.3,,coastal_g
28.4,7.8,12.2,0.0039,0.2069,6.73,0.0112,0.55,33.8,,coastal_g
26.5,8.1,14.0,0.0021,0.0089,14.84,0.0262,0.77,31.0,,coastal_g
23.3,8.3,18.6,0.0021,0.0407,16.46,0.039,0.81,37.8,,coastal_g
19.85,8.2,2.4,0.0054,0.0838,8.32,0.0106,0.27,39.95,,coastal_g
,,,,,,,,,,coastal_g
,,,,,,,,,,coastal_g
,,,,,,,,,,coastal_g
,,,,,,,,,,coastal_g
,,,,,,,,,,coastal_g
,,,,,,,,,,coastal_g
,,,,,,,,,,coastal_g
,,,,,,,,,,coastal_g
,,,,,,,,,,coastal_g
,,,,,,,,,,coastal_g
,,,,,,,,,,coastal_g
,,,,,,,,,,coastal_g
,,,,,,,,,,coastal_g
,,,,,,,,,,coastal_g
,,,,,,,,,,coastal_g
,,,,,,,,,,coastal_g
,,,,,,,,,,coastal_g
,,,,,,,,,,coastal_g
,,,,,,,,,,coastal_g
,,,,,,,,,,coastal_g
,,,,,,,,,,coastal_g
28.01,8.715,8.185,0.000700015,0.00880045,17.5300002,0.048839795,0.67947182,27.02,,coastal_g
25.505,8.61,12.7,4.356e-05,0.00240973,17.9700002,0.034073825,0.825939125,30.25,,coastal_g
26.87,8.575,15.81,0.0030222,0.015432035,19.4575002,0.037929865,0.93412903,33.935,,coastal_g
18.025,8.555,9.905,0.00068368,,13.4900001,0.033333325,0.74235842,33.575,,coastal_g
19.595,8.61,1.505,0.000902025,,11.0775001,0.01574709,0.505684215,40.335,,coastal_g
24.11,8.91,4.485,0.000143885,0.01090662,11.7250001,0.01955171,0.98206223,41.1,,coastal_g
24.83,8.67,1.2,0.000388325,0.01172019,14.5975001,0.011455675,1.06148983,39.385,,coastal_g
28.91,8.855,1.965,0.00105328,0.015335075,17.37250015,0.01701958,0.60347422,42.575,,coastal_g
29.45,8.745,2.245,0.001161115,0.01797134,14.3500001,0.011970115,0.481289215,39.84,,coastal_g
32.06,8.84,0.8,1.5e-05,0.01,836.165,0.0094685,0.375,37.09,,coastal_g
30.8,8.65,0.6,0.0006575,0.0098255,844.975,0.0098765,0.51,39.795,,coastal_g
29.29,8.625,0.97,0.0014745,0.007804,806.685,0.00914,0.36,46.985,,coastal_g
27.7,8.435,3.66,0.00082438,0.01063913,16.5450001,0.01721041,1.01300363,31.48,,coastal_g
23.325,8.76,0.765,0.000408885,0.009841255,12.7250001,0.009579905,0.54314052,23.84,,coastal_g
25.145,8.85,6.35,0.00096165,0.00789438,17.6650002,0.03279307,0.64007162,32.305,,coastal_g
22.425,8.505,5.25,0.00066671,0.00547242,14.3150001,0.0258206,0.55979982,34.01,,coastal_g
27.41,8.705,4.97,0.00111992,0.00549162,14.7150001,0.03256604,1.01781683,41.57,,coastal_g
27.62,8.84,4.32,0.00181522,0.00845093,11.6150001,0.02140576,0.91007703,39.925,,coastal_g
27.575,8.56,2.3,0.00149867,0.00604756,11.9950001,0.0090723,0.77631542,45.39,,coastal_g
28.885,8.615,0.67,0.00084031,0.01267953,14.7050001,0.01260177,0.99631983,47.73,,coastal_g
29.555,8.66,0.55,0.00080825,,9.50500008,0.01655611,0.41101201,51.955,,coastal_g
,,,,,,,,,,coastal_g
,,,,,,,,,,coastal_g
,,,,,,,,,,coastal_g
,,,,,,,,,,coastal_g
,,,,,,,,,,coastal_g
,,,,,,,,,,coastal_g
24.9,7.9,1.2,,0.013,13.9,0.015,1.19,36.1,,coastal_g
21.7,8.4,0.7,,,8.1,0.005,0.7,37.9,,coastal_g
24.4,8.5,1.1,,0.009,16.7,0.011,1.36,39.4,,coastal_g
25.5666666666667,8.73333333333333,2.0,,0.0183333333333333,13.6,0.01,1.15,47.6,,coastal_g
27.0,8.4,0.4,,0.029,15.7,0.004,1.19,51.9,,coastal_g
29.9,8.4,1.1,,0.011,14.2,0.012,1.12,47.4,,coastal_g
32.2,8.8,2.5,,0.021,14.1,0.013,1.28,38.4,,coastal_g
30.2,8.8,3.3,,0.013,16.3,0.012,1.69,38.4,,coastal_g
30.7,8.3,2.4,,0.015,13.4,0.019,1.42,34.3,,coastal_g
29.9,8.6,2.7,0.0,0.0045,8.55,0.009,0.99,33.6,,coastal_g
24.8,8.2,1.1,,0.026,16.6,0.005,1.46,34.3,,coastal_g
22.9,8.1,1.2,0.003,0.583,8.0,0.014,1.34,36.2,,coastal_g
8.0,8.5,1.8,0.003,0.084,7.5,0.009,0.75,34.4,,coastal_g
17.7,8.5,1.4,0.002,0.035,9.7,0.008,0.95,31.1,,coastal_g
19.1,8.7,1.5,,0.01,8.7,0.009,0.72,32.7,,coastal_g
25.2,8.7,0.35,,0.0065,7.95,0.004,0.595,39.2,,coastal_g
30.4,8.8,1.0,,0.017,16.2,0.014,1.63,44.9,,coastal_g
34.3,9.0,1.0,,0.008,5.0,0.0065,0.515,42.7,,coastal_g
29.3,8.9,1.0,,0.038,10.9,0.008,1.64,42.9,,coastal_g
33.1,9.0,4.8,,0.018,10.2,0.011,1.06,35.6,,coastal_g
28.1,8.8,1.4,,0.022,14.6,0.009,1.55,36.0,,coastal_g
26.7,8.7,0.8,,0.03,15.7,0.01,1.43,25.4,1.1,coastal_g
24.6,8.9,0.3,,0.015,6.6,0.005,0.605,27.9,0.32,coastal_g
11.4,8.6,2.0,,0.008,9.7,0.007,0.77,34.7,0.3,coastal_g
23.8,8.5,3.1,,0.009,13.0,0.015,1.11,30.2,2.7,coastal_g
20.9,8.3,1.3,,0.017,9.8,0.01,0.99,36.1,1.2,coastal_g
21.8,9.0,0.6,,0.017,14.9,0.01,1.46,38.8,0.4,coastal_g
27.6,8.7,0.55,0.0,0.0205,4.9,0.0055,0.515,40.9,0.07,coastal_g
27.1,8.8,0.55,,0.0055,7.2,0.003,0.66,49.0,0.085,coastal_g
32.4,8.8,0.9,,0.031,16.5,0.009,1.34,55.3,0.984,coastal_g
33.4,8.7,1.0,,0.023,14.0,0.014,1.23,51.4,2.18,coastal_g
32.6,8.7,1.5,,0.014,8.3,0.009,0.86,38.5,0.707,coastal_g
31.9,8.9,0.8,,0.023,9.1,0.013,1.1,39.1,0.878,coastal_g
26.3,8.4,2.4,,0.014,16.7,0.018,1.39,29.0,3.6,coastal_g
,,,,,,,,,,coastal_g
24.0,8.3,1.8,0.002,0.024,18.3,0.013,1.63,31.8,0.424,coastal_g
,,,,,,,,,,coastal_g
22.5,8.2,1.0,,0.021,16.1,0.011,1.64,38.2,0.307,coastal_g
,,,,,,,,,,coastal_g
25.2,9.1,0.4,,0.0045,5.0,0.0045,0.47,45.0,,coastal_g
,,,,,,,,,,coastal_g
29.3,8.6,1.6,,0.027,9.2,0.015,0.98,34.9,0.764,coastal_g
,,,,,,,,,,coastal_g
32.4,8.5,1.6,,0.024,14.0,0.011,1.39,35.3,0.967,coastal_g
,,,,,,,,,,coastal_g
28.5,8.3,3.4,,0.022,12.8,0.021,1.25,31.5,3.68,coastal_g
,,,,,,,,,,coastal_g
26.3,8.1,6.2,,0.087,13.0,0.021,1.51,32.0,4.66,coastal_g
,,,,,,,,,,coastal_g
20.2,8.4,1.7,,0.005,7.3,0.009,0.79,34.3,2.865,coastal_g
,,,,,,,,,,coastal_g
26.7,8.6,1.2,,0.014,15.1,0.01,1.27,40.6,0.611,coastal_g
,,,,,,,,,,coastal_g
30.4,8.6,5.2,,0.019,16.4,0.02,1.69,28.6,7.28,coastal_g
,,,,,,,,,,coastal_g
29.6,8.7,1.4,,0.015,19.6,0.012,1.63,26.9,1.69,coastal_g
,,,,,,,,,,coastal_g
24.6,8.4,0.8,,0.0095,5.8,0.0075,0.59,34.0,0.2335,coastal_g
,,,,,,,,,,coastal_g
26.2,8.5,1.5,,0.055,11.6,0.007,1.13,26.5,0.72,coastal_g
,,,,,,,,,,coastal_g
26.6,8.4,1.5,,0.046,13.4,0.016,1.37,34.7,0.858,coastal_g
,,,,,,,,,,coastal_g
26.9,8.5,1.7,,0.02,12.3,0.01,1.17,40.1,0.336,coastal_g
,,,,,,,,,,coastal_g
31.0,8.5,2.6,,0.05,14.8,0.01,0.99,43.8,0.604,coastal_g
,,,,,,,,,,coastal_g
28.9,8.2,3.3,,0.02,11.5,0.009,1.13,40.4,1.23,coastal_g
,,,,,,,,,,coastal_g
26.7,8.4,3.4,,0.032,17.8,0.012,1.72,38.4,1.32,coastal_g
,,,,,,,,,,coastal_g
18.9,8.3,3.3,,0.041,9.7,0.007,1.01,35.8,0.342,coastal_g
,,,,,,,,,,coastal_g
18.9,8.6,2.1,,0.02,7.2,0.007,0.723,36.8,0.176,coastal_g
,,,,,,,,,,coastal_g
28.8,8.6,2.1,,0.024,16.1,0.008,1.64,49.6,0.431,coastal_g
,,,,,,,,,,coastal_g
30.0,8.6,1.3,,0.028,15.9,0.009,1.78,56.5,0.768,coastal_g
,,,,,,,,,,coastal_g
32.8,8.8,3.2,,0.027,12.7,0.017,1.5,45.1,2.28,coastal_g
,,,,,,,,,,coastal_g
27.9,8.2,0.9,,0.03,5.8,0.011,0.808,39.1,2.0,coastal_g
,,,,,,,,,,coastal_g
,,,,,,,,,,coastal_g
16.6,7.8,2.0,0.002,0.798,8.6,0.016,1.9,34.6,1.63,coastal_g
21.9,7.6,2.7,,1.122,11.2,0.025,2.51,30.4,2.07,coastal_g
,,,,,,,,,,coastal_g
27.4,7.7,1.3,0.003,0.742,15.9,0.023,2.44,37.5,2.07,coastal_g
,,,,,,,,,,coastal_g
30.7,8.2,6.7,,0.041,10.8,0.038,1.72,38.5,12.5,coastal_g
,,,,,,,,,,coastal_g
29.9,7.9,10.3,,0.021,13.9,0.033,1.91,37.7,15.5,coastal_g
,,,,,,,,,,coastal_g
23.2,8.0,3.95,,0.0135,8.25,0.022,1.185,36.5,12.534,coastal_g
,,,,,,,,,,coastal_g
24.4,7.9,1.4,,0.1565,6.55,0.0065,0.71,28.1,0.769,coastal_g
,,,,,,,,,,coastal_g
25.3,8.0,4.2,,0.208,6.8,0.022,0.989,37.3,14.7,coastal_g
,,,,,,,,,,coastal_g
24.8,8.4,0.9,,0.026,5.9,0.0035,0.625,40.1,0.2755,coastal_g
,,,,,,,,,,coastal_g
,,,,,,,,,,coastal_g
,,,,,,,,,,coastal_g
28.1,7.9,1.6,,0.071,8.0,0.011,0.919,42.8,0.436,coastal_g
,,,,,,,,,,coastal_g
26.6,7.8,5.65,0.001,0.094,10.65,0.03,1.32,21.5,8.792,coastal_g
,,,,,,,,,,coastal_g
15.6,7.6,25.65,,0.311,5.8,0.039,1.145,29.0,9.242,coastal_g
,,,,,,,,,,coastal_g
26.2,8.2,7.4,,,8.6,0.028,1.325,29.5,15.542,coastal_g
,,,,,,,,,,coastal_g
29.5,7.9,4.15,,0.0025,6.15,0.016,0.9,40.9,10.392,coastal_g
,,,,,,,,,,coastal_g
29.2,8.1,8.5,0.002,0.477,12.2,0.033,1.88,28.1,11.9,coastal_g
,,,,,,,,,,coastal_g
29.7,8.4,7.0,,0.011,16.9,0.029,2.02,30.6,9.26,coastal_g
,,,,,,,,,,coastal_g
27.6,8.3,10.7,,0.027,21.3,0.046,2.96,37.6,15.9,coastal_g
,,,,,,,,,,coastal_g
21.9,8.1,14.8,,0.013,17.6,0.055,2.31,36.2,25.0,coastal_g
,,,,,,,,,,coastal_g
25.3,7.9,11.9,0.002,0.145,13.8,0.045,2.04,35.3,17.6,coastal_g
,,,,,,,,,,coastal_g
28.0,8.2,12.7,,0.026,17.8,0.041,2.14,40.0,19.5,coastal_g
,,,,,,,,,,coastal_g
30.0,7.7,6.6,,0.023,12.7,0.032,1.57,43.4,11.3,coastal_g
,,,,,,,,,,coastal_g
31.7,8.1,4.3,,0.03,10.5,0.022,1.39,34.9,8.33,coastal_g
,,,,,,,,,,coastal_g
26.5,7.8,12.4,,0.017,14.6,0.035,2.09,37.7,28.6,coastal_g
,,,,,,,,,,coastal_g
19.8,8.1,2.9,,0.046,8.0,0.012,0.763,37.0,1.94,coastal_g
