#Merged Datasets Daily/Validated from 2011-01-01 to 2024-11-30
#Date,TB/chlorophyll2,TB/cond2,TB/depth,TB/dissolved_oxygen,TB/pH,TB/FDOM,TB/rain,TB/salinity2,TB/surface_temperature,TB/turbidity2,TB/stage
2011-10-30,16.792,32.013,null,6.123,7.842,null,0.000,20.009,26.839,null,-0.388
2011-10-31,16.705,28.895,null,5.708,7.780,null,0.940,17.890,26.715,null,-0.332
2011-11-01,16.421,25.692,null,7.442,7.901,null,0.000,15.724,25.440,null,-0.737
2011-11-02,15.678,24.672,null,8.193,8.019,null,0.000,15.044,25.312,null,-0.886
2011-11-03,15.306,23.884,null,8.571,7.989,null,0.000,14.468,24.855,null,-0.755
2011-11-04,15.789,23.230,null,8.468,null,null,0.000,14.027,24.949,null,-0.430
2011-11-05,15.903,23.732,null,8.506,null,null,0.000,14.376,22.742,null,-0.542
2011-11-06,14.306,23.311,null,8.747,null,null,0.000,14.012,23.279,null,-0.522
2011-11-07,13.772,23.907,null,8.871,null,null,0.000,14.369,23.680,null,-0.483
2011-11-08,13.111,27.494,null,8.703,null,null,0.000,16.257,23.828,null,-0.230
2011-11-09,9.522,36.681,null,7.431,null,null,0.000,21.743,24.647,null,-0.038
2011-11-10,6.964,41.073,null,7.326,null,null,0.000,24.897,24.204,null,0.096
2011-11-11,8.044,38.865,null,7.561,null,null,0.000,24.152,22.991,null,-0.146
2011-11-12,8.322,37.573,null,8.662,null,null,0.000,23.200,21.801,null,-0.457
2011-11-13,8.260,36.891,null,8.811,null,null,0.000,22.672,22.672,null,-0.362
2011-11-14,7.838,37.710,null,8.514,null,null,0.000,23.189,24.197,null,-0.209
2011-11-15,6.797,42.550,null,7.237,8.153,null,0.000,26.569,25.905,null,-0.074
2011-11-16,5.271,43.036,null,6.318,8.090,null,0.000,27.730,27.114,null,-0.104
2011-11-17,5.712,38.638,null,6.760,8.062,null,0.000,24.615,27.227,null,-0.210
2011-11-18,7.281,35.190,null,6.972,8.067,null,0.470,22.206,26.968,null,-0.441
2011-11-19,7.824,34.553,null,7.485,8.112,null,0.030,21.755,26.107,null,-0.569
2011-11-20,10.480,31.261,null,7.538,8.099,null,0.010,19.492,25.808,null,-0.586
2011-11-21,11.379,31.038,null,7.826,8.131,null,0.000,19.339,26.109,null,-0.488
2011-11-22,12.104,32.772,null,8.013,8.165,null,0.000,20.525,25.837,null,-0.424
2011-11-23,12.699,32.637,null,8.132,8.189,null,0.000,20.433,25.886,null,-0.363
2011-11-24,14.823,30.028,null,7.681,8.162,null,0.000,18.652,25.117,null,-0.476
2011-11-25,15.014,29.593,null,8.217,8.226,null,0.000,18.352,23.556,null,-0.698
2011-11-26,15.554,30.000,null,8.393,8.258,null,0.000,18.629,22.996,null,-0.649
2011-11-27,16.335,30.552,null,8.468,8.268,null,0.000,19.005,23.261,null,-0.519
2011-11-28,16.895,31.799,null,8.226,8.234,null,0.000,19.858,24.016,null,-0.231
2011-11-29,17.333,32.278,null,7.685,8.222,null,0.000,20.185,23.403,null,-0.491
2011-11-30,18.336,29.412,null,7.992,8.339,null,0.000,18.230,21.457,null,-0.494
2011-12-01,18.195,30.035,null,8.517,8.499,null,0.000,18.654,20.325,null,-0.681
2011-12-02,17.173,28.650,null,9.267,8.563,null,0.000,17.713,20.165,null,-0.826
2011-12-03,15.915,27.439,null,9.126,8.572,null,0.000,16.896,20.468,null,-0.912
2011-12-04,15.645,28.193,null,8.873,8.579,null,0.000,17.404,21.874,null,-0.863
2011-12-05,15.099,28.515,null,8.482,8.562,null,0.180,17.622,23.227,null,-0.757
2011-12-06,15.219,29.034,null,8.711,8.563,null,0.000,17.973,23.516,null,-0.695
2011-12-07,15.120,30.145,null,8.322,8.536,null,0.160,18.727,24.012,null,-0.661
2011-12-08,14.166,28.722,null,8.599,8.596,null,0.000,17.762,21.568,null,-0.852
2011-12-09,13.089,28.907,null,8.470,8.565,null,0.020,17.893,21.396,null,-0.675
2011-12-10,11.875,33.090,null,7.921,8.468,null,0.000,20.750,23.671,null,-0.607
2011-12-11,11.768,34.090,null,8.070,8.485,null,0.000,21.437,24.114,null,-0.622
2011-12-12,13.248,33.336,null,8.248,8.492,null,0.010,20.914,24.252,null,-0.566
2011-12-13,13.248,34.554,null,7.542,8.442,null,0.020,21.756,24.435,null,-0.629
2011-12-14,13.840,31.761,null,7.787,8.504,null,0.000,19.835,22.854,null,-0.761
2011-12-15,13.851,31.424,null,7.955,8.518,null,0.000,19.601,22.046,null,-0.691
2011-12-16,13.142,35.855,null,7.159,8.378,null,0.000,22.672,22.901,null,-0.421
2011-12-17,10.860,36.081,null,7.440,8.385,null,0.000,22.829,23.022,null,-0.358
2011-12-18,11.098,37.086,null,7.795,8.388,null,0.000,23.519,22.959,null,-0.545
2011-12-19,10.509,36.145,null,7.899,8.426,null,0.000,22.860,22.185,null,-0.727
2011-12-20,11.314,36.048,null,7.955,8.449,null,0.000,22.792,22.012,null,-0.517
2011-12-21,9.751,38.742,null,7.526,8.369,null,0.000,24.683,22.617,null,-0.360
2011-12-22,6.717,43.266,null,7.400,8.281,null,0.000,27.886,23.803,null,-0.347
2011-12-23,6.735,44.052,null,7.371,8.282,null,0.000,28.448,24.978,null,-0.393
2011-12-24,7.892,41.634,null,8.047,8.372,null,0.000,26.722,24.947,null,-0.537
2011-12-25,9.977,39.768,null,7.730,8.398,null,0.010,25.401,25.046,null,-0.653
2011-12-26,11.106,38.573,null,8.363,8.433,null,0.000,24.560,25.409,null,-0.548
2011-12-27,10.837,40.257,null,7.661,8.405,null,0.000,25.745,25.896,null,-0.265
2011-12-28,11.608,38.050,null,7.633,8.439,null,0.000,24.200,22.719,null,-0.627
2011-12-29,11.425,35.214,null,8.182,8.446,null,0.000,22.213,20.567,null,-0.714
2011-12-30,10.915,34.746,null,9.194,8.464,null,0.000,21.892,20.898,null,-0.734
2011-12-31,11.472,35.624,null,10.368,8.472,null,0.000,22.499,22.252,null,-0.763
2012-01-01,11.413,34.312,null,9.370,8.455,null,0.000,21.588,23.111,null,-0.876
2012-01-02,12.854,30.886,null,8.470,8.494,null,0.000,19.233,22.265,null,-1.022
2012-01-03,13.582,29.116,null,8.643,8.569,null,0.000,18.029,17.200,null,-1.357
2012-01-04,12.722,26.710,null,9.716,8.621,null,0.000,16.407,14.049,null,-1.515
2012-01-05,12.387,25.436,null,9.826,8.578,null,0.000,15.553,15.130,null,-1.456
2012-01-06,12.691,24.327,null,10.350,8.643,null,0.000,14.815,15.999,null,-1.199
2012-01-07,13.049,27.676,null,9.754,8.508,null,0.000,17.067,18.128,null,-1.070
2012-01-08,13.253,29.977,null,9.493,8.447,null,0.000,18.620,19.481,null,-1.005
2012-01-09,13.009,31.324,null,9.189,8.403,null,0.010,19.533,20.430,null,-0.994
2012-01-10,12.548,33.052,null,8.752,8.347,null,0.000,20.724,21.486,null,-0.913
2012-01-11,12.669,35.843,null,7.303,8.278,null,0.010,22.659,22.210,null,-0.585
2012-01-12,12.134,38.908,null,null,null,null,0.000,25.176,21.363,null,-0.437
2012-01-13,null,null,null,null,null,null,0.130,24.871,22.599,null,-0.651
2012-01-14,null,null,null,null,null,null,0.000,24.435,19.410,null,-1.185
2012-01-15,null,null,null,null,null,null,0.000,20.677,15.977,null,-1.484
2012-01-16,null,null,null,null,null,null,0.000,19.071,16.336,null,-1.535
2012-01-17,null,null,null,null,null,null,0.000,19.998,19.031,null,-1.352
2012-01-18,null,null,null,null,null,null,0.000,20.410,21.355,null,-1.086
2012-01-19,null,null,null,null,null,null,0.000,22.170,22.428,null,-1.006
2012-01-20,null,null,null,null,null,null,0.000,25.655,22.035,null,-0.945
2012-01-21,null,null,null,null,null,null,0.000,28.455,22.913,null,-0.798
2012-01-22,null,null,null,null,null,null,0.000,29.385,23.462,null,-0.801
2012-01-23,null,null,null,null,null,null,0.000,30.847,23.726,null,-0.679
2012-01-24,null,null,null,null,null,null,0.000,32.243,24.427,null,-0.609
2012-01-25,null,null,null,null,null,null,0.000,32.389,25.022,null,-0.631
2012-01-26,null,null,null,null,null,null,0.000,32.193,25.115,null,-0.533
2012-01-27,null,null,null,null,null,null,0.000,31.524,25.132,null,-0.367
2012-01-28,null,null,null,null,null,null,1.120,29.616,25.493,null,-0.666
2012-01-29,null,null,null,null,null,null,0.010,25.256,23.959,null,-0.958
2012-01-30,null,null,null,null,null,null,0.000,25.417,22.289,null,-1.336
2012-01-31,null,null,null,null,null,null,0.000,22.409,22.781,null,-1.385
2012-02-01,null,null,null,null,null,null,0.000,22.814,23.773,null,-1.233
2012-02-02,null,null,null,null,null,null,0.000,24.409,24.235,null,-1.029
2012-02-03,null,null,null,null,null,null,0.000,24.875,23.802,null,-1.048
2012-02-04,null,null,null,null,null,null,0.010,24.462,23.735,null,-1.052
2012-02-05,null,null,null,null,null,null,0.080,25.523,23.910,null,-0.824
2012-02-06,null,null,null,null,null,null,0.370,29.835,24.024,null,-0.512
2012-02-07,null,null,null,null,null,null,0.010,30.653,24.670,null,-0.343
2012-02-08,null,null,null,null,null,null,0.000,28.700,24.311,null,-0.406
2012-02-09,null,null,null,null,null,null,0.010,29.766,23.663,null,-0.589
2012-02-10,null,null,null,null,null,null,0.110,29.433,24.728,null,-0.395
2012-02-11,null,null,null,null,null,null,0.080,29.601,24.594,null,-0.431
2012-02-12,null,null,null,null,null,null,0.000,28.848,17.954,null,-1.115
2012-02-13,null,null,null,null,null,null,0.000,25.642,16.350,null,-1.240
2012-02-14,null,null,null,null,null,null,0.000,27.135,19.755,null,-0.719
2012-02-15,null,null,null,null,null,null,0.000,31.545,22.883,null,-0.572
2012-02-16,null,null,null,null,null,null,0.000,31.297,24.578,null,-0.591
2012-02-17,null,null,null,null,null,null,0.000,31.440,25.672,null,-0.598
2012-02-18,null,null,null,null,null,null,0.000,31.422,26.174,null,-0.542
2012-02-19,null,null,null,null,null,null,0.000,31.325,26.223,null,-0.238
2012-02-20,null,null,null,null,null,null,0.000,31.684,25.285,null,-0.607
2012-02-21,null,null,null,null,null,null,0.000,29.790,23.565,null,-0.753
2012-02-22,null,null,null,null,null,null,0.000,29.740,24.323,null,-0.624
2012-02-23,null,null,null,null,null,null,0.000,30.561,25.804,null,-0.409
2012-02-24,null,null,null,null,null,null,0.000,32.077,26.997,null,-0.334
2012-02-25,null,null,null,null,null,null,0.200,32.134,27.814,null,-0.465
2012-02-26,null,null,null,null,null,null,0.030,30.323,26.186,null,-0.857
2012-02-27,null,null,null,null,null,null,0.000,30.097,25.971,null,-0.942
2012-02-28,null,null,null,null,null,null,0.000,27.686,26.875,null,-1.029
2012-02-29,null,null,null,null,null,null,0.000,27.670,27.283,null,-0.969
2012-03-01,null,null,null,null,null,null,0.000,27.762,28.069,null,-0.804
2012-03-02,null,null,null,null,null,null,0.000,28.623,28.076,null,-0.625
2012-03-03,null,null,null,null,null,null,0.000,30.917,27.934,null,-0.436
2012-03-04,null,null,null,null,null,null,0.110,31.313,25.629,null,-0.277
2012-03-05,null,null,null,null,null,null,0.000,31.936,20.566,null,-1.180
2012-03-06,null,null,null,null,null,null,0.000,27.263,20.557,null,-1.341
2012-03-07,null,null,null,null,null,null,0.000,27.839,22.151,null,-1.323
2012-03-08,null,null,null,null,null,null,0.040,28.087,24.170,null,-0.993
2012-03-09,null,null,null,null,null,null,0.000,32.003,26.127,null,-0.600
2012-03-10,null,null,null,null,null,null,0.000,31.631,26.472,null,-0.558
2012-03-11,null,null,null,null,null,null,0.000,32.698,26.742,null,-0.571
2012-03-12,null,null,null,null,null,null,0.170,32.654,25.746,null,-0.871
2012-03-13,null,null,null,null,null,null,0.000,31.439,25.459,null,-0.858
2012-03-14,null,null,null,null,null,null,0.000,31.127,25.004,null,-0.900
2012-03-15,null,null,null,null,null,null,0.160,30.563,24.678,null,-0.873
2012-03-16,null,null,null,null,null,null,0.000,31.247,25.208,null,-0.873
2012-03-17,null,null,null,null,null,null,0.000,31.520,25.373,null,-0.883
2012-03-18,null,null,null,null,null,null,0.000,31.965,25.568,null,-0.913
2012-03-19,null,null,null,null,null,null,0.150,32.369,25.700,null,-0.861
2012-03-20,null,null,null,null,null,null,0.000,32.624,25.329,null,-0.779
2012-03-21,null,null,null,null,null,null,0.000,32.981,25.475,null,-0.606
2012-03-22,null,null,null,null,null,null,0.410,32.514,26.136,null,-0.675
2012-03-23,null,null,null,null,null,null,0.000,32.796,26.661,null,-0.741
2012-03-24,null,null,null,null,null,null,0.000,33.182,26.881,null,-0.627
2012-03-25,null,null,null,null,null,null,0.010,32.427,26.833,null,-0.465
2012-03-26,null,null,null,null,null,null,0.000,31.594,25.685,null,-0.651
2012-03-27,null,null,null,null,null,null,0.000,31.741,25.311,null,-0.755
2012-03-28,null,null,null,null,null,null,0.050,32.214,25.376,null,-0.845
2012-03-29,null,null,null,null,null,null,0.000,33.123,25.988,null,-0.782
2012-03-30,null,null,null,null,null,null,0.000,33.510,26.153,null,-0.674
2012-03-31,null,null,null,null,null,null,0.000,33.625,27.083,null,-0.511
2012-04-01,null,null,null,null,null,null,0.000,33.437,27.702,null,-0.538
2012-04-02,null,null,null,null,null,null,0.000,33.367,27.972,null,-0.546
2012-04-03,null,null,null,null,null,null,0.000,33.669,28.583,null,-0.473
2012-04-04,null,null,null,null,null,null,0.000,33.837,28.897,null,-0.319
2012-04-05,0.435,50.059,1.324,7.301,8.079,null,0.230,33.155,27.851,null,-0.097
2012-04-06,0.609,51.626,1.334,6.106,8.055,null,0.280,33.257,27.521,null,-0.114
2012-04-07,1.082,51.618,1.276,6.261,7.978,null,0.000,33.935,26.538,null,-0.619
2012-04-08,1.128,52.243,1.206,7.157,8.002,null,0.000,34.394,25.932,null,-0.819
2012-04-09,1.373,51.530,1.225,8.363,8.130,null,0.000,33.871,25.922,null,-0.674
2012-04-10,1.288,52.276,1.261,8.228,8.140,null,0.000,34.419,26.942,null,-0.513
2012-04-11,1.446,53.648,1.296,8.026,8.129,null,0.000,35.431,27.617,null,-0.385
2012-04-12,1.266,54.403,1.273,7.709,8.113,null,0.000,35.990,27.349,null,-0.458
2012-04-13,1.190,55.118,1.278,7.319,8.141,null,0.000,36.520,27.701,null,-0.468
2012-04-14,0.897,55.222,1.264,6.934,8.130,null,0.040,36.597,26.896,null,-0.612
2012-04-15,0.843,55.499,1.200,7.363,8.141,null,0.000,36.803,25.322,null,-0.839
2012-04-16,0.995,53.493,1.162,7.806,8.137,null,0.000,35.317,25.324,null,-0.941
2012-04-17,1.265,51.815,1.121,8.330,8.153,null,0.000,34.080,25.918,null,-1.051
2012-04-18,0.928,52.270,1.146,8.052,8.146,null,0.000,34.415,26.829,null,-0.883
2012-04-19,0.692,53.083,1.203,6.873,8.099,null,0.000,35.014,27.193,null,-0.597
2012-04-20,0.824,53.469,1.228,5.657,7.986,null,0.000,35.300,28.886,null,-0.440
2012-04-21,0.838,50.845,1.239,5.354,8.008,null,null,33.368,26.382,null,-0.276
2012-04-22,1.366,50.633,1.332,5.971,7.970,null,null,33.213,24.920,null,0.151
2012-04-23,3.094,50.554,1.282,5.748,7.797,null,null,33.155,24.123,null,-0.217
2012-04-24,2.473,50.330,1.200,7.114,7.952,null,null,32.991,23.629,null,-0.626
2012-04-25,3.345,49.242,1.169,7.875,8.012,null,null,32.198,23.792,null,-0.841
2012-04-26,3.576,47.501,1.187,8.738,8.139,null,null,30.931,25.564,null,-0.811
2012-04-27,3.506,47.922,1.148,7.628,8.113,null,null,31.239,26.752,null,-0.891
2012-04-28,4.005,46.212,1.134,6.637,8.090,null,null,29.999,26.448,null,-0.916
2012-04-29,5.144,44.883,1.142,6.018,8.035,null,null,29.046,24.536,null,-0.836
2012-04-30,7.241,39.549,1.132,6.386,7.975,null,null,25.260,23.561,null,-0.848
2012-05-01,7.727,35.125,1.230,6.493,7.954,null,null,22.160,25.203,null,-0.550
2012-05-02,9.013,32.249,1.255,7.279,8.031,null,null,20.166,26.973,null,-0.530
2012-05-03,6.739,33.891,1.275,7.036,8.091,null,0.000,21.297,27.471,null,-0.485
2012-05-04,5.695,34.953,1.266,7.031,8.177,null,0.000,22.031,27.911,null,-0.487
2012-05-05,5.640,35.523,1.287,7.452,8.215,null,0.000,22.427,28.148,null,-0.365
2012-05-06,5.649,36.285,1.323,7.597,8.213,null,0.000,22.958,29.227,null,-0.219
2012-05-07,4.499,39.582,1.338,5.737,8.034,null,0.000,25.272,30.197,null,-0.124
2012-05-08,3.303,42.453,1.361,6.194,8.059,null,0.000,27.306,30.635,null,-0.043
2012-05-09,3.283,43.639,1.335,5.768,8.043,null,0.000,28.152,30.840,null,-0.102
2012-05-10,3.377,43.669,1.301,6.197,8.062,null,0.229,28.172,30.341,null,-0.181
2012-05-11,3.555,43.501,1.309,6.645,8.083,null,0.000,28.052,30.344,null,-0.275
2012-05-12,3.131,43.081,1.287,7.020,8.175,null,0.169,27.752,30.267,null,-0.477
2012-05-13,4.837,40.984,1.236,6.952,8.158,null,0.000,26.261,29.073,null,-0.607
2012-05-14,5.185,40.202,1.249,7.150,8.177,null,0.000,25.708,30.340,null,-0.499
2012-05-15,4.675,41.010,1.314,6.294,8.130,null,0.000,26.279,30.865,null,-0.279
2012-05-16,4.145,43.251,1.303,5.779,8.112,null,0.169,27.875,29.619,null,-0.295
2012-05-17,3.880,42.145,1.318,5.548,8.072,null,1.500,27.086,28.548,null,-0.196
2012-05-18,3.582,41.438,1.294,5.884,8.066,null,0.000,26.582,29.273,null,-0.263
2012-05-19,3.736,40.816,1.275,6.216,8.082,null,0.208,26.142,29.592,null,-0.328
2012-05-20,3.779,40.681,1.284,6.449,8.075,null,0.050,26.046,29.696,null,-0.318
2012-05-21,4.497,39.305,1.283,7.265,8.161,null,0.040,25.075,30.149,null,-0.348
2012-05-22,5.828,39.004,1.319,6.943,8.178,null,0.059,24.862,30.417,null,-0.259
2012-05-23,4.888,41.239,1.318,6.724,8.123,null,0.258,26.443,29.837,null,-0.216
2012-05-24,5.620,35.725,1.302,6.388,8.095,null,3.882,22.592,28.178,null,-0.222
2012-05-25,5.190,34.687,1.302,7.641,8.123,null,0.000,21.851,30.150,null,-0.374
2012-05-26,9.729,31.288,1.267,6.930,8.103,null,0.544,19.508,30.387,null,-0.521
2012-05-27,10.373,30.318,1.268,6.862,8.123,null,0.000,18.845,30.680,null,-0.461
2012-05-28,10.296,29.487,1.316,6.928,8.139,null,0.000,18.280,31.048,null,-0.316
2012-05-29,10.186,28.906,1.296,7.031,8.149,null,0.286,17.886,31.183,null,-0.390
2012-05-30,10.630,30.234,1.251,6.189,8.145,null,0.385,18.788,30.474,null,-0.490
2012-05-31,11.850,27.867,1.269,6.417,8.073,null,1.668,17.186,28.698,null,-0.450
2012-06-01,13.778,24.119,1.328,5.629,7.920,null,2.052,14.677,28.031,null,-0.280
2012-06-02,15.430,21.393,1.374,5.700,7.833,null,0.118,12.881,28.419,null,-0.158
2012-06-03,17.578,20.363,1.324,5.513,7.748,null,0.000,12.208,30.607,null,-0.372
2012-06-04,18.870,19.583,1.298,5.092,7.749,null,0.000,11.700,31.174,null,-0.395
2012-06-05,17.694,20.916,null,4.999,7.786,null,0.000,12.569,30.759,null,-0.260
2012-06-06,16.177,22.496,null,5.537,7.865,null,0.000,13.604,29.959,null,-0.104
2012-06-07,15.622,23.213,null,6.264,7.935,null,0.000,14.077,29.768,null,-0.112
2012-06-08,14.867,23.758,null,6.869,8.001,null,0.000,14.437,30.923,null,-0.181
2012-06-09,14.059,23.931,null,7.544,8.126,null,0.236,14.552,31.166,null,-0.224
2012-06-10,14.530,24.028,null,7.347,8.146,null,0.000,14.616,31.698,null,-0.356
2012-06-11,15.082,23.937,null,7.575,8.187,null,0.000,14.556,31.302,null,-0.618
2012-06-12,15.218,23.826,null,7.502,8.205,null,0.000,14.483,30.810,null,-0.688
2012-06-13,15.360,23.147,null,7.662,8.277,null,0.000,14.033,30.880,null,-0.467
2012-06-14,15.380,24.271,null,7.040,8.265,null,0.000,14.778,31.514,null,-0.286
2012-06-15,13.730,26.363,null,6.958,8.286,null,0.000,16.174,31.253,null,-0.250
2012-06-16,11.432,31.146,1.349,6.530,8.228,null,0.167,19.416,30.142,null,-0.368
2012-06-17,12.116,28.994,1.396,7.022,8.223,null,0.000,17.947,29.238,null,-0.466
2012-06-18,10.666,29.166,1.399,7.329,8.238,null,0.000,18.062,28.652,null,-0.453
2012-06-19,10.934,29.268,1.404,6.863,8.230,null,0.391,18.131,27.225,null,-0.436
2012-06-20,8.176,33.016,1.554,6.404,8.144,null,2.005,20.724,26.880,null,0.073
2012-06-21,3.136,41.919,1.580,6.311,8.121,null,0.186,26.924,27.786,null,0.218
2012-06-22,5.633,38.729,1.585,5.866,8.051,null,0.185,24.669,27.952,null,0.254
2012-06-23,5.341,38.028,1.606,5.478,7.990,null,1.171,24.176,27.840,null,0.272
2012-06-24,4.559,38.347,1.668,6.118,8.005,null,0.000,24.404,28.203,null,0.494
2012-06-25,3.682,41.461,1.743,6.248,7.994,null,0.000,26.600,28.326,null,0.837
2012-06-26,3.530,42.315,1.763,6.199,7.934,null,0.000,27.206,28.413,null,0.951
2012-06-27,3.242,42.639,1.748,6.574,7.963,null,0.000,27.436,29.209,null,0.757
2012-06-28,5.748,40.382,1.624,3.200,7.437,null,0.000,25.836,30.308,null,0.213
2012-06-29,9.059,34.988,1.525,3.247,7.360,null,0.000,22.064,30.533,null,-0.092
2012-06-30,9.419,33.018,1.487,3.148,7.389,null,0.000,20.703,30.840,null,-0.204
2012-07-01,7.944,34.190,1.512,3.187,7.442,null,0.000,21.513,31.937,null,-0.183
2012-07-02,7.433,34.737,1.490,3.253,7.514,null,0.000,21.886,32.494,null,-0.262
2012-07-03,6.609,31.391,1.486,4.226,7.572,null,1.059,19.581,31.674,null,-0.227
2012-07-04,7.457,30.293,1.498,3.193,7.495,null,0.000,18.829,32.213,null,-0.188
2012-07-05,8.464,28.337,1.488,2.873,7.444,null,0.000,17.501,31.365,null,-0.193
2012-07-06,8.468,28.731,1.488,3.163,7.523,null,0.000,17.768,32.121,null,-0.198
2012-07-07,8.426,27.531,1.467,3.800,7.560,null,0.000,16.958,31.722,null,-0.292
2012-07-08,9.069,26.922,1.465,2.927,7.504,null,0.019,16.548,31.110,null,-0.303
2012-07-09,9.199,27.755,1.421,3.018,7.570,null,0.010,17.110,30.427,null,-0.396
2012-07-10,8.298,27.565,1.409,3.437,7.596,null,0.320,16.981,30.199,null,-0.413
2012-07-11,9.500,25.640,1.386,4.243,7.604,null,0.668,15.690,29.078,null,-0.500
2012-07-12,8.613,26.031,1.376,1.934,7.451,null,0.010,15.952,29.191,null,-0.519
2012-07-13,7.259,27.797,1.387,3.889,7.638,null,0.000,17.138,30.124,null,-0.490
2012-07-14,7.520,27.148,1.395,5.007,7.728,null,0.010,16.700,29.727,null,-0.480
2012-07-15,8.540,25.269,1.437,5.154,7.730,null,0.696,15.442,29.828,null,-0.398
2012-07-16,9.321,23.866,1.416,5.604,7.773,null,0.425,14.509,29.935,null,-0.440
2012-07-17,11.050,22.814,1.413,5.611,7.844,null,0.203,13.814,30.506,null,-0.416
2012-07-18,9.977,22.672,1.454,5.602,7.852,null,0.000,13.720,30.832,null,-0.335
2012-07-19,8.988,22.476,1.446,6.582,7.929,null,0.000,13.591,31.795,null,-0.419
2012-07-20,8.079,22.625,1.395,7.025,8.028,null,0.000,13.689,32.199,null,-0.525
2012-07-21,7.789,22.378,1.391,7.104,8.043,null,0.010,13.526,32.195,null,-0.509
2012-07-22,8.293,21.766,1.429,4.503,7.889,null,0.289,13.124,30.494,null,-0.404
2012-07-23,8.025,21.499,1.480,5.084,7.848,null,0.048,12.950,30.038,null,-0.296
2012-07-24,7.404,21.691,1.471,5.925,7.910,null,0.000,13.075,31.382,null,-0.295
2012-07-25,7.397,20.834,1.453,6.478,7.935,null,0.000,12.514,31.418,null,-0.291
2012-07-26,6.497,20.545,1.460,6.996,8.054,null,0.000,12.326,32.240,null,-0.262
2012-07-27,6.096,20.356,1.476,6.816,8.066,null,0.000,12.203,32.168,null,-0.239
2012-07-28,5.784,20.468,1.450,6.580,8.045,null,0.000,12.276,32.685,null,-0.345
2012-07-29,5.533,20.771,1.423,6.864,8.049,null,0.000,12.473,32.672,null,-0.408
2012-07-30,5.632,20.257,1.423,6.127,8.035,null,0.038,12.138,32.452,null,-0.387
2012-07-31,5.292,20.173,1.449,5.794,8.025,null,0.000,12.083,32.376,null,-0.289
2012-08-01,4.972,19.932,1.463,6.138,8.070,null,0.393,11.927,32.973,null,-0.222
2012-08-02,4.068,22.442,1.457,4.670,8.026,null,0.000,13.570,33.698,null,-0.211
2012-08-03,3.978,21.588,1.426,5.240,8.034,null,0.048,13.008,31.834,null,-0.291
